Gamis,30000107,,0.473906,-1,-1,-1,-1,-1,,
Nieril,30000108,,0.35344,-1,-1,-1,-1,-1,,
Berta,30000109,,0.489557,-1,-1,-1,-1,-1,,
Bekirdod,30000110,,0.405349,-1,-1,-1,-1,-1,,
Hothomouh,30000111,,0.422981,-1,-1,-1,-1,-1,,
Arnola,30000112,,0.462835,-1,-1,-1,-1,-1,,
Astabih,30000113,,0.408818,-1,-1,-1,-1,-1,,
Ubtes,30000114,,0.336073,-1,-1,-1,-1,-1,,
Bimener,30000115,,0.270041,-1,-1,-1,-1,-1,,
Kenobanala,30000116,,0.289398,-1,-1,-1,-1,-1,,
Khabi,30000117,,0.248619,-1,-1,-1,-1,-1,,
Uanzin,30000118,,0.433972,-1,-1,-1,-1,-1,,
Itamo,30000119,,0.671738,10,16,20,2,26,,
Mitsolen,30000120,,0.633706,-1,-1,-1,-1,-1,,
Jatate,30000121,,0.637428,-1,-1,-1,-1,-1,,
Mahtista,30000122,,0.658238,-1,-1,-1,-1,-1,,
Vaankalen,30000123,,0.64717,11,15,11,3,17,,
Kylmabe,30000124,,0.731931,-1,-1,-1,-1,-1,,
Ahtulaima,30000125,,0.612689,-1,-1,-1,-1,-1,,
Geras,30000126,,0.650146,8,15,19,5,25,,
Sirseshin,30000127,,0.747993,-1,-1,-1,-1,-1,,
Tuuriainas,30000128,,0.610849,7,14,12,5,18,,
Unpas,30000129,,0.945965,-1,-1,-1,-1,-1,,
Shihuken,30000130,,0.874585,-1,-1,-1,-1,-1,,
Nomaa,30000131,,0.606936,-1,-1,-1,-1,-1,,
Ansila,30000132,,0.912017,10,12,11,2,17,,
Hirtamon,30000133,,0.974726,-1,-1,-1,-1,-1,,
Hykkota,30000134,,0.823653,-1,-1,-1,-1,-1,,
Outuni,30000135,,0.734172,12,14,13,4,19,,
Ohmahailen,30000136,,0.663811,-1,-1,-1,-1,-1,,
Eskunen,30000137,,0.625294,-1,-1,-1,-1,-1,,
Ikuchi,30000138,,0.986815,-1,-1,-1,-1,-1,,
Urlen,30000139,,0.959995,-1,-1,-1,-1,-1,,
Maurasi,30000140,,0.912748,-1,-1,-1,-1,-1,,
Kisogo,30000141,,1.0,-1,-1,-1,-1,-1,,
Jita,30000142,,0.945913,9,12,9,-1,15,,
Niyabainen,30000143,,0.963924,-1,-1,-1,-1,-1,,
Perimeter,30000144,,0.953123,-1,-1,-1,-1,-1,,
New Caldari,30000145,,1.0,-1,-1,-1,-1,-1,,
Saisio,30000146,,0.65244,-1,-1,-1,-1,-1,,
Abagawa,30000147,,0.625298,11,17,15,6,18,,
Jakanerva,30000148,,0.743252,-1,-1,-1,-1,-1,,
Gekutami,30000149,,0.699187,-1,-1,-1,-1,-1,,
Hurtoken,30000150,,0.585978,-1,-1,-1,-1,-1,,
Uoyonen,30000151,,0.69878,-1,-1,-1,-1,-1,,
Hampinen,30000152,,0.541327,-1,-1,-1,-1,-1,,
Poinen,30000153,,0.558053,10,17,21,3,27,,
Liekuri,30000154,,0.600608,-1,-1,-1,-1,-1,,
Obanen,30000155,,0.561732,-1,-1,-1,-1,-1,,
Josameto,30000156,,0.577656,-1,-1,-1,-1,-1,,
Otela,30000157,,0.531907,11,14,12,3,18,,
Olo,30000158,,0.676041,-1,-1,-1,-1,-1,,
Ikami,30000159,,0.532008,-1,-1,-1,-1,-1,,
Reisen,30000160,,0.518561,14,16,12,9,14,,
Purjola,30000161,,0.520527,14,17,13,9,15,,
Maila,30000162,,0.440715,-1,-1,-1,-1,-1,,
Akora,30000163,,0.324625,-1,-1,-1,-1,-1,,
Messoya,30000164,,0.315086,-1,-1,-1,-1,-1,,
Ishisomo,30000165,,0.650832,13,17,15,6,19,,
Airmia,30000166,,0.623113,-1,-1,-1,-1,-1,,
Sakkikainen,30000167,,0.594889,-1,-1,-1,-1,-1,,
Friggi,30000168,,0.509153,-1,-1,-1,-1,-1,,
Ihakana,30000169,,0.380809,-1,-1,-1,-1,-1,,
Vahunomi,30000170,,0.531592,15,19,17,8,21,,
Otitoh,30000171,,0.481667,-1,-1,-1,-1,-1,,
Otomainen,30000172,,0.479159,-1,-1,-1,-1,-1,,
Vattuolen,30000173,,0.708073,-1,-1,-1,-1,-1,,
Onuse,30000174,,0.740427,-1,-1,-1,-1,-1,,
Soshin,30000175,,0.634221,-1,-1,-1,-1,-1,,
Keikaken,30000176,,0.721319,-1,-1,-1,-1,-1,,
Ukkalen,30000177,,0.64512,-1,-1,-1,-1,-1,,
Akkilen,30000178,,0.689046,-1,-1,-1,-1,-1,,
Silen,30000179,,0.522203,-1,-1,-1,-1,-1,,
Osmon,30000180,,0.680264,-1,-1,-1,-1,-1,,
Korsiki,30000181,,0.643166,-1,-1,-1,-1,-1,,
Inaya,30000182,,0.55235,-1,-1,-1,-1,-1,,
Nuken,30000183,,0.761306,-1,-1,-1,-1,-1,,
Uminas,30000184,,0.483909,-1,-1,-1,-1,-1,,
Airaken,30000185,,0.503992,15,17,13,8,15,,
Oijanen,30000186,,0.351969,-1,-1,-1,-1,-1,,
Wuos,30000187,,0.561774,-1,-1,-1,-1,-1,,
Hentogaira,30000188,,0.566958,-1,-1,-1,-1,-1,,
Kiainti,30000189,,0.528522,-1,-1,-1,-1,-1,,
Vasala,30000190,,0.493712,18,25,29,13,35,,
Walvalin,30000191,,0.378683,-1,-1,-1,-1,-1,,
Otanuomi,30000192,,0.372287,-1,-1,-1,-1,-1,,
Vouskiaho,30000193,,0.500279,-1,-1,-1,-1,-1,,
Otsela,30000194,,0.3844,17,21,19,10,23,,
Tasti,30000195,,0.282291,-1,-1,-1,-1,-1,,
Otosela,30000196,,0.238157,-1,-1,-1,-1,-1,,
Uemon,30000197,,0.197447,-1,-1,-1,-1,-1,,
Paala,30000198,,0.134379,-1,-1,-1,-1,-1,,
Fuskunen,30000199,,0.224637,-1,-1,-1,-1,-1,,
Akkio,30000200,,0.162151,-1,-1,-1,-1,-1,,
Uchoshi,30000201,,0.474179,19,21,20,11,26,,
Mastakomon,30000202,,0.456966,-1,-1,-1,-1,-1,,
Eruka,30000203,,0.417261,19,21,20,11,26,,
Ohkunen,30000204,,0.384887,-1,-1,-1,-1,-1,,
Obe,30000205,,0.346931,-1,-1,-1,-1,-1,,
Wirashoda,30000206,,0.493636,-1,-1,-1,-1,-1,,
Osaa,30000207,,0.329199,-1,-1,-1,-1,-1,,
LZ-6SU,30000208,,-0.172783,-1,-1,-1,-1,-1,,
MC6O-F,30000209,,-0.280435,-1,-1,-1,-1,-1,,
U54-1L,30000210,,-0.26807,-1,-1,-1,-1,-1,,
B-588R,30000211,,-0.15477,27,28,24,19,26,,
NCGR-Q,30000212,,-0.260517,-1,-1,-1,-1,-1,,
G-LOIT,30000213,,-0.157009,-1,-1,-1,-1,-1,,
HE-V4V,30000214,,-0.214403,-1,-1,-1,-1,-1,,
N-HSK0,30000215,,-0.36044,-1,-1,-1,-1,-1,,
05R-7A,30000216,,-0.401776,-1,-1,-1,-1,-1,,
7-UH4Z,30000217,,-0.363871,-1,-1,-1,-1,-1,,
5ZO-NZ,30000218,,-0.303461,-1,-1,-1,-1,-1,,
FS-RFL,30000219,,-0.370816,-1,-1,-1,-1,-1,,
Y0-BVN,30000220,,-0.439537,25,27,26,17,32,,
X97D-W,30000221,,-0.427645,-1,-1,-1,-1,-1,,
0-R5TS,30000222,,-0.218627,-1,-1,-1,-1,-1,,
H-UCD1,30000223,,-0.172229,-1,-1,-1,-1,-1,,
7-K5EL,30000224,,-0.150502,-1,-1,-1,-1,-1,,
H-5GUI,30000225,,-0.140515,-1,-1,-1,-1,-1,,
FH-TTC,30000226,,-0.137553,-1,-1,-1,-1,-1,,
FMBR-8,30000227,,-0.138441,-1,-1,-1,-1,-1,,
3HX-DL,30000228,,-0.423819,-1,-1,-1,-1,-1,,
UH-9ZG,30000229,,-0.462584,-1,-1,-1,-1,-1,,
NFM-0V,30000230,,-0.499123,-1,-1,-1,-1,-1,,
YXIB-I,30000231,,-0.506995,-1,-1,-1,-1,-1,,
MY-T2P,30000232,,-0.377081,-1,-1,-1,-1,-1,,
FA-DMO,30000233,,-0.385583,-1,-1,-1,-1,-1,,
GEKJ-9,30000234,,-0.386354,-1,-1,-1,-1,-1,,
Q-R3GP,30000235,,-0.355138,-1,-1,-1,-1,-1,,
N-5QPW,30000236,,-0.392558,-1,-1,-1,-1,-1,,
XV-8JQ,30000237,,-0.394929,-1,-1,-1,-1,-1,,
WBR5-R,30000238,,-0.515803,-1,-1,-1,-1,-1,,
4GYV-Q,30000239,,-0.536556,-1,-1,-1,-1,-1,,
4-HWWF,30000240,,-0.473026,-1,-1,-1,-1,-1,,
YMJG-4,30000241,,-0.416894,-1,-1,-1,-1,-1,,
8TPX-N,30000242,,-0.437192,-1,-1,-1,-1,-1,,
PM-DWE,30000243,,-0.423653,-1,-1,-1,-1,-1,,
K8X-6B,30000244,,-0.430215,-1,-1,-1,-1,-1,,
X445-5,30000245,,-0.413754,-1,-1,-1,-1,-1,,
KRUN-N,30000246,,-0.386697,-1,-1,-1,-1,-1,,
9OO-LH,30000247,,-0.466964,-1,-1,-1,-1,-1,,
V-OJEN,30000248,,-0.316843,-1,-1,-1,-1,-1,,
EIDI-N,30000249,,-0.406106,-1,-1,-1,-1,-1,,
P3EN-E,30000250,,-0.27488,-1,-1,-1,-1,-1,,
49-0LI,30000251,,-0.320104,-1,-1,-1,-1,-1,,
IPAY-2,30000252,,-0.339134,-1,-1,-1,-1,-1,,
DAYP-G,30000253,,-0.392761,-1,-1,-1,-1,-1,,
IFJ-EL,30000254,,-0.291599,-1,-1,-1,-1,-1,,
47L-J4,30000255,,-0.261392,-1,-1,-1,-1,-1,,
Q-L07F,30000256,,-0.322347,-1,-1,-1,-1,-1,,
E-D0VZ,30000257,,-0.270339,-1,-1,-1,-1,-1,,
6WW-28,30000258,,-0.226656,-1,-1,-1,-1,-1,,
A8A-JN,30000259,,-0.270632,-1,-1,-1,-1,-1,,
S-NJBB,30000260,,-0.281587,-1,-1,-1,-1,-1,,
T-GCGL,30000261,,-0.733996,-1,-1,-1,-1,-1,,
0MV-4W,30000262,,-0.662741,-1,-1,-1,-1,-1,,
TVN-FM,30000263,,-0.645799,-1,-1,-1,-1,-1,,
V-NL3K,30000264,,-0.763534,-1,-1,-1,-1,-1,,
AZBR-2,30000265,,-0.709048,26,32,28,18,28,,
Z-8Q65,30000266,,-0.774685,-1,-1,-1,-1,-1,,
0J3L-V,30000267,,-0.790707,-1,-1,-1,-1,-1,,
H-NOU5,30000268,,-0.140606,-1,-1,-1,-1,-1,,
KX-2UI,30000269,,-0.158274,-1,-1,-1,-1,-1,,
MO-FIF,30000270,,-0.113224,-1,-1,-1,-1,-1,,
97-M96,30000271,,-0.188873,-1,-1,-1,-1,-1,,
MA-XAP,30000272,,-0.0972101,-1,-1,-1,-1,-1,,
C-J7CR,30000273,,-0.0854802,32,33,29,24,31,,
Q-EHMJ,30000274,,-0.153372,-1,-1,-1,-1,-1,,
XSQ-TF,30000275,,-0.155434,-1,-1,-1,-1,-1,,
H-1EOH,30000276,,-0.171275,-1,-1,-1,-1,-1,,
IR-DYY,30000277,,-0.159339,-1,-1,-1,-1,-1,,
C-DHON,30000278,,-0.123955,-1,-1,-1,-1,-1,,
F-D49D,30000279,,-0.190938,-1,-1,-1,-1,-1,,
MQ-O27,30000280,,-0.128994,-1,-1,-1,-1,-1,,
H-EY0P,30000281,,-0.156086,-1,-1,-1,-1,-1,,
UNAG-6,30000282,,-0.223542,-1,-1,-1,-1,-1,,
E-SCTX,30000283,,-0.208451,-1,-1,-1,-1,-1,,
S6QX-N,30000284,,-0.217691,-1,-1,-1,-1,-1,,
IT-YAU,30000285,,-0.15946,-1,-1,-1,-1,-1,,
1VK-6B,30000286,,-0.169139,-1,-1,-1,-1,-1,,
7-PO3P,30000287,,-0.257891,-1,-1,-1,-1,-1,,
1W-0KS,30000288,,-0.102556,-1,-1,-1,-1,-1,,
669-IX,30000289,,-0.270158,-1,-1,-1,-1,-1,,
0R-F2F,30000290,,-0.312841,-1,-1,-1,-1,-1,,
R-P7KL,30000291,,-0.263981,-1,-1,-1,-1,-1,,
2DWM-2,30000292,,-0.204039,-1,-1,-1,-1,-1,,
XF-PWO,30000293,,-0.312208,-1,-1,-1,-1,-1,,
1N-FJ8,30000294,,-0.223295,-1,-1,-1,-1,-1,,
VI2K-J,30000295,,-0.131782,26,23,19,20,21,,
ZLZ-1Z,30000296,,-0.171072,-1,-1,-1,-1,-1,,
6Y-WRK,30000297,,-0.15566,-1,-1,-1,-1,-1,,
RVCZ-C,30000298,,-0.142496,-1,-1,-1,-1,-1,,
5T-KM3,30000299,,-0.165974,-1,-1,-1,-1,-1,,
LS9B-9,30000300,,-0.19893,-1,-1,-1,-1,-1,,
1-GBBP,30000301,,-0.771742,-1,-1,-1,-1,-1,,
C-FP70,30000302,,-0.758771,-1,-1,-1,-1,-1,,
T-ZWA1,30000303,,-0.751692,-1,-1,-1,-1,-1,,
ZA0L-U,30000304,,-0.805105,-1,-1,-1,-1,-1,,
G96R-F,30000305,,-0.87333,-1,-1,-1,-1,-1,,
Y-ZXIO,30000306,,-0.900438,-1,-1,-1,-1,-1,,
B-E3KQ,30000307,,-0.25547,-1,-1,-1,-1,-1,,
Y5J-EU,30000308,,-0.218753,-1,-1,-1,-1,-1,,
O-LR1H,30000309,,-0.247164,-1,-1,-1,-1,-1,,
G5ED-Y,30000310,,-0.266606,-1,-1,-1,-1,-1,,
BR-6XP,30000311,,-0.247888,-1,-1,-1,-1,-1,,
8-TFDX,30000312,,-0.190766,-1,-1,-1,-1,-1,,
UL-4ZW,30000313,,-0.408137,-1,-1,-1,-1,-1,,
A-QRQT,30000314,,-0.127802,-1,-1,-1,-1,-1,,
WMBZ-U,30000315,,-0.086599,-1,-1,-1,-1,-1,,
PX5-LR,30000316,,-0.171644,-1,-1,-1,-1,-1,,
A3-RQ3,30000317,,-0.296284,-1,-1,-1,-1,-1,,
9-GBPD,30000318,,-0.159623,-1,-1,-1,-1,-1,,
LS-JEP,30000319,,-0.243477,-1,-1,-1,-1,-1,,
R-RSZZ,30000320,,-0.436439,-1,-1,-1,-1,-1,,
MGAM-4,30000321,,-0.575365,-1,-1,-1,-1,-1,,
VORM-W,30000322,,-0.558546,-1,-1,-1,-1,-1,,
7G-H7D,30000323,,-0.357808,-1,-1,-1,-1,-1,,
Q3-BAY,30000324,,-0.809914,-1,-1,-1,-1,-1,,
JZV-F4,30000325,,-0.852424,-1,-1,-1,-1,-1,,
WF-1LM,30000326,,-0.0019005,-1,-1,-1,-1,-1,,
D95-FQ,30000327,,-0.000212492,-1,-1,-1,-1,-1,,
ZSPJ-K,30000328,,-0.000276012,-1,-1,-1,-1,-1,,
U1F-86,30000329,,-0.000552583,-1,-1,-1,-1,-1,,
T-P7A6,30000330,,-0.00135155,-1,-1,-1,-1,-1,,
Y-T3JJ,30000331,,-0.000881463,-1,-1,-1,-1,-1,,
F3R-IA,30000332,,-0.00163099,-1,-1,-1,-1,-1,,
74-YTJ,30000333,,-0.00405424,-1,-1,-1,-1,-1,,
8-RS3U,30000334,,-0.000464035,-1,-1,-1,-1,-1,,
OVFN-N,30000335,,-0.000594331,-1,-1,-1,-1,-1,,
1Q-BBM,30000336,,-0.000488844,-1,-1,-1,-1,-1,,
WXNC-N,30000337,,-0.00055367,-1,-1,-1,-1,-1,,
G-EA07,30000338,,-0.00105687,-1,-1,-1,-1,-1,,
X-L6BO,30000339,,-0.00131741,-1,-1,-1,-1,-1,,
D-PHUA,30000340,,-0.000938276,-1,-1,-1,-1,-1,,
3-HXHQ,30000341,,-0.00248626,-1,-1,-1,-1,-1,,
18A-NB,30000342,,-0.00163916,-1,-1,-1,-1,-1,,
3-J5OQ,30000343,,-0.00071475,-1,-1,-1,-1,-1,,
GYF-GD,30000344,,-0.00209203,-1,-1,-1,-1,-1,,
W-6TS9,30000345,,-0.000613001,-1,-1,-1,-1,-1,,
VIG-VR,30000346,,-0.00178527,-1,-1,-1,-1,-1,,
KX-P5C,30000347,,-0.00109761,-1,-1,-1,-1,-1,,
N-FJBK,30000348,,-0.00123912,-1,-1,-1,-1,-1,,
2-4ZT5,30000349,,-0.00143632,-1,-1,-1,-1,-1,,
NVN-6F,30000350,,-0.00184914,-1,-1,-1,-1,-1,,
09-8TH,30000351,,-0.00201431,-1,-1,-1,-1,-1,,
TI0-AX,30000352,,-0.00173495,-1,-1,-1,-1,-1,,
7O-POM,30000353,,-0.00010385,-1,-1,-1,-1,-1,,
L6Q-SX,30000354,,-0.000158047,-1,-1,-1,-1,-1,,
BFJ-TB,30000355,,-0.000255321,-1,-1,-1,-1,-1,,
ZZ7-L6,30000356,,-0.000125282,-1,-1,-1,-1,-1,,
L-CHVW,30000357,,-0.000103804,-1,-1,-1,-1,-1,,
X0LN-U,30000358,,-0.000496235,-1,-1,-1,-1,-1,,
RQAE-M,30000359,,-0.000332796,-1,-1,-1,-1,-1,,
7CO-SA,30000360,,-0.00036486,-1,-1,-1,-1,-1,,
4G-E5A,30000361,,-0.000780339,-1,-1,-1,-1,-1,,
A-VWK9,30000362,,-0.000224296,-1,-1,-1,-1,-1,,
JQHP-4,30000363,,-0.000164898,-1,-1,-1,-1,-1,,
6Q5K-5,30000364,,-0.000252992,-1,-1,-1,-1,-1,,
P-MVFP,30000365,,-0.000172,-1,-1,-1,-1,-1,,
J-Z1UW,30000366,,-0.000938659,-1,-1,-1,-1,-1,,
W477-P,30000367,,-0.000331897,-1,-1,-1,-1,-1,,
NQ1-BL,30000368,,-0.000770446,-1,-1,-1,-1,-1,,
K7A-G8,30000369,,-0.00066466,-1,-1,-1,-1,-1,,
HP-PMX,30000370,,-0.000459678,-1,-1,-1,-1,-1,,
6BN-K9,30000371,,-0.000409864,-1,-1,-1,-1,-1,,
WLE-PY,30000372,,-0.000818283,-1,-1,-1,-1,-1,,
EH-HXW,30000373,,-0.000340382,-1,-1,-1,-1,-1,,
OS-RR3,30000374,,-0.00063534,-1,-1,-1,-1,-1,,
V4-GZL,30000375,,-0.000244307,-1,-1,-1,-1,-1,,
4C-Z91,30000376,,-0.00162077,-1,-1,-1,-1,-1,,
RU-97T,30000377,,-1.0,-1,-1,-1,-1,-1,,
1S-1V7,30000378,,-0.000898322,-1,-1,-1,-1,-1,,
PE1-R1,30000379,,-0.00221072,-1,-1,-1,-1,-1,,
Polaris,30000380,,-0.000633367,-1,-1,-1,-1,-1,,
JB-007,30000381,,-0.0011705,-1,-1,-1,-1,-1,,
USJ2-M,30000382,,-0.000198119,-1,-1,-1,-1,-1,,
7M-RAL,30000383,,-0.000265716,-1,-1,-1,-1,-1,,
LPBU-U,30000384,,-0.000174742,-1,-1,-1,-1,-1,,
RF-342,30000385,,-0.000156724,-1,-1,-1,-1,-1,,
J2V-XY,30000386,,-0.000297674,-1,-1,-1,-1,-1,,
Z-JBTR,30000387,,-9.02817e-05,-1,-1,-1,-1,-1,,
S-QNXH,30000388,,-0.00012807,-1,-1,-1,-1,-1,,
S94-X8,30000389,,-0.000203587,-1,-1,-1,-1,-1,,
J-YQEC,30000390,,-0.000330875,-1,-1,-1,-1,-1,,
8MX-OR,30000391,,-0.000437273,-1,-1,-1,-1,-1,,
97YC-C,30000392,,-0.000497762,-1,-1,-1,-1,-1,,
V-AMD5,30000393,,-0.000506137,-1,-1,-1,-1,-1,,
U-JC8X,30000394,,-0.000210001,-1,-1,-1,-1,-1,,
1HH3-E,30000395,,-7.08587e-05,-1,-1,-1,-1,-1,,
DUIU-Q,30000396,,-4.96268e-05,-1,-1,-1,-1,-1,,
LQH0-H,30000397,,-3.08065e-05,-1,-1,-1,-1,-1,,
FRW3-2,30000398,,-3.73502e-05,-1,-1,-1,-1,-1,,
9MX-1C,30000399,,-4.24615e-05,-1,-1,-1,-1,-1,,
IED-4U,30000400,,-5.45918e-05,-1,-1,-1,-1,-1,,
N-9EOQ,30000401,,-3.13992e-05,-1,-1,-1,-1,-1,,
6F3-TK,30000402,,-9.37668e-05,-1,-1,-1,-1,-1,,
2E0P-2,30000403,,-5.31533e-05,-1,-1,-1,-1,-1,,
U-ITH5,30000404,,-4.55664e-05,-1,-1,-1,-1,-1,,
N-4G5L,30000405,,-7.74434e-05,-1,-1,-1,-1,-1,,
RB-2EA,30000406,,-4.24573e-05,-1,-1,-1,-1,-1,,
ZK5-42,30000407,,-0.000125112,-1,-1,-1,-1,-1,,
YRZ-E4,30000408,,-1.27467e-05,-1,-1,-1,-1,-1,,
A3-PAT,30000409,,-1.51419e-05,-1,-1,-1,-1,-1,,
H55-2R,30000410,,-1.36963e-05,-1,-1,-1,-1,-1,,
P6-DBM,30000411,,-1.88258e-05,-1,-1,-1,-1,-1,,
9XI-0X,30000412,,-1.06744e-05,-1,-1,-1,-1,-1,,
Q8T-MC,30000413,,-7.73088e-06,-1,-1,-1,-1,-1,,
Z-YOJ9,30000414,,-0.00151337,-1,-1,-1,-1,-1,,
4T4B-L,30000415,,-0.0019536,-1,-1,-1,-1,-1,,
F-JB3H,30000416,,-0.00376609,-1,-1,-1,-1,-1,,
XBO7-F,30000417,,-0.00424003,-1,-1,-1,-1,-1,,
